Time,CPU,Memory
13:05:21,7.5,20.1053
13:05:22,0.8,20.118
13:05:23,8.4,16.9395
13:05:23,5.2,16.8633
13:05:24,3.8,16.8507
13:05:25,1.6,16.8507
13:05:25,3.1,17.3582
13:05:26,9.0,17.3201
13:05:27,0.8,17.3265
13:05:27,15.5,17.4153
13:05:28,11.2,17.4216
13:05:29,1.5,17.4153
13:05:30,10.7,17.612
13:05:30,10.2,17.8531
13:05:31,2.3,17.8023
13:05:32,3.9,17.7642
13:05:32,12.8,18.3099
13:05:33,1.5,18.2654
13:05:34,3.0,18.2654
13:05:34,22.0,18.6334
13:05:35,1.5,18.6969
13:05:36,2.3,18.7159
13:05:36,6.8,18.7222
13:05:37,4.6,18.9633
13:05:38,1.5,18.9697
13:05:38,1.5,18.9697
13:05:39,15.9,19.4138
13:05:40,3.0,19.3884
13:05:40,3.0,19.3821
13:05:41,16.7,19.5787
13:05:42,1.6,19.8198
13:05:42,3.0,19.8262
13:05:43,5.4,19.8262
13:05:44,15.5,20.3147
13:05:44,3.8,20.2639
13:05:45,9.1,20.2512
13:05:46,15.4,20.5177
13:05:47,3.8,17.4597
13:05:47,5.3,17.4661
13:05:48,6.9,17.4597
13:05:49,6.1,17.2694
13:05:49,3.9,17.2757
13:05:50,3.8,17.2313
13:05:51,13.7,17.65
13:05:51,4.5,17.7008
13:05:52,3.8,17.8277
13:05:53,5.3,17.7706
13:05:53,3.8,18.3479
13:05:54,1.6,18.3606
13:05:55,6.2,18.2972
13:05:55,14.2,18.3289
13:05:56,3.0,18.2908
13:05:57,7.6,18.2401
13:05:57,9.2,18.4494
13:05:58,3.1,18.7603
13:05:59,6.0,18.7603
13:05:59,4.7,18.6905
13:06:00,1.5,18.938
13:06:01,3.7,18.8555
13:06:01,9.2,18.8301
13:06:02,14.6,19.3567
13:06:03,1.5,19.3313
13:06:04,9.2,19.2805
13:06:04,5.3,19.2869
13:06:05,2.3,19.75
13:06:06,6.1,19.75
13:06:06,6.1,19.7373
13:06:07,34.1,20.2893
13:06:08,10.4,20.2956
13:06:08,4.6,20.1878
13:06:09,5.3,19.9404
13:06:10,4.5,17.022
13:06:10,8.4,16.8951
13:06:11,1.5,16.8887
13:06:12,12.2,17.3836
13:06:12,6.9,17.3392
13:06:13,1.5,17.3392
13:06:14,8.6,17.3836
13:06:14,7.7,17.5295
13:06:15,2.3,17.4914
13:06:16,1.5,17.4534
13:06:16,7.0,17.999
13:06:17,2.3,17.999
13:06:18,1.5,17.9926
13:06:18,22.5,18.2718
13:06:19,0.8,18.2337
13:06:20,2.2,18.2337
13:06:20,12.2,18.2972
13:06:21,3.9,18.6398
13:06:22,1.5,18.6525
13:06:23,8.3,18.6525
13:06:23,6.1,19.1981
13:06:24,2.3,19.1981
13:06:25,6.2,19.141
13:06:25,16.3,19.3123
13:06:26,2.3,19.4455
13:06:27,5.3,19.4074
13:06:27,7.8,19.4201
13:06:28,1.5,19.9467
13:06:29,3.8,19.9404
13:06:29,10.1,19.9531
13:06:30,27.0,20.3147
13:06:31,2.3,20.3274
13:06:31,9.0,20.321
13:06:32,3.1,20.2703
13:06:33,1.6,17.4407
13:06:33,7.6,17.4026
13:06:34,2.3,17.3963
13:06:35,12.5,17.3645
13:06:35,6.1,17.3519
13:06:36,4.7,17.3519
13:06:37,1.5,17.3519
13:06:37,3.8,17.7325
13:06:38,6.9,17.7389
13:06:39,1.5,17.7325
13:06:40,13.8,18.0624
13:06:40,6.2,17.9609
13:06:41,3.1,17.9609
13:06:42,14.4,18.183
13:06:42,9.0,18.4431
13:06:43,3.0,18.4494
13:06:44,2.3,18.4494
13:06:44,9.8,18.8618
13:06:45,0.8,18.8809
13:06:46,0.8,18.8428
13:06:46,21.8,19.0395
13:06:47,0.0,19.0585
13:06:48,1.5,19.0395
13:06:48,9.2,19.0014
13:06:49,0.0,19.4011
13:06:50,1.5,19.4074
13:06:50,3.8,19.3947
13:06:51,3.0,19.8769
13:06:52,0.0,19.8706
13:06:52,3.8,19.8833
13:06:53,9.1,20.1814
13:06:54,2.3,20.1878
13:06:55,5.2,20.0926
13:06:55,1.5,20.1053
13:06:56,3.1,17.2821
13:06:57,3.0,17.2313
13:06:57,3.0,17.1679
13:06:58,8.5,17.6056
13:06:59,1.5,17.631
13:06:59,4.5,17.5929
13:07:00,1.5,17.6056
13:07:01,0.7,18.018
13:07:01,0.8,18.018
13:07:02,0.8,18.0244
13:07:03,7.6,18.5509
13:07:03,0.0,18.5065
13:07:04,0.7,18.4875
13:07:05,8.4,18.7667
13:07:05,2.3,18.8682
13:07:06,0.8,18.8809
13:07:07,1.5,18.8745
13:07:07,5.3,19.3123
13:07:08,0.8,19.325
13:07:09,0.0,19.3123
13:07:10,17.7,18.957
13:07:10,1.5,18.9887
13:07:11,0.0,18.9951
13:07:12,7.6,19.0395
13:07:12,3.0,19.5216
13:07:13,0.8,19.5343
13:07:14,0.8,19.5343
13:07:14,3.8,20.0736
13:07:15,0.0,19.9848
13:07:16,0.0,19.9911
13:07:16,15.3,20.3718
13:07:17,0.0,20.3274
13:07:18,0.7,20.2639
13:07:18,4.5,20.283
13:07:19,1.5,17.2059
13:07:20,0.8,17.2123
13:07:20,3.8,17.1044
13:07:21,16.7,17.3265
13:07:22,0.0,17.225
13:07:22,6.0,17.2377
13:07:23,3.0,17.244
13:07:24,0.7,17.6627
13:07:25,3.0,17.6691
13:07:25,3.8,17.6183
13:07:26,9.4,18.018
13:07:27,3.0,17.9673
13:07:27,0.8,17.9229
13:07:28,12.1,18.1322
13:07:29,0.0,18.3987
13:07:29,4.5,18.3479
13:07:30,0.8,18.3479
13:07:31,1.5,18.7603
13:07:31,3.8,18.7667
13:07:32,1.5,18.7413
13:07:33,13.8,19.1981
13:07:33,3.8,19.1663
13:07:34,0.8,19.1727
13:07:35,3.0,19.179
13:07:35,5.3,19.8262
13:07:36,1.5,19.8452
13:07:37,0.0,19.8262
13:07:38,9.0,19.8642
13:07:38,0.0,19.8706
13:07:39,0.8,19.8769
13:07:40,15.0,20.1497
13:07:40,0.0,20.3464
13:07:41,0.8,20.3337
13:07:42,2.3,20.2195
13:07:42,7.6,17.4661
13:07:43,0.0,17.3582
